D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_20_287.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_20_287.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_20_287.jpg, 0, 0, 0, 7.808531E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_20_389.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_20_389.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_20_389.jpg, 0, 0, 0, 7.808995E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_20_490.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_20_490.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_20_490.jpg, 0, 0, 0, 7.797523E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_20_594.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_20_594.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_20_594.jpg, 0, 0, 0, 7.825195E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_20_697.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_20_697.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_20_697.jpg, 0, 0, 0, 7.902341E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_20_801.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_20_801.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_20_801.jpg, 0, 0, 0, 7.829595E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_20_901.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_20_901.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_20_901.jpg, 0, 0, 0, 7.761876E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_002.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_002.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_002.jpg, 0, 0, 0, 7.811749E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_103.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_103.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_103.jpg, 0, 0, 0, 7.808562E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_203.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_203.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_203.jpg, 0, 0, 0, 8.124764E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_305.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_305.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_305.jpg, 0, 0, 0, 7.821915E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_408.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_408.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_408.jpg, 0, 0, 0, 7.871689E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_510.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_510.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_510.jpg, 0, 0, 0, 7.824825E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_612.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_612.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_612.jpg, 0, 0, 0, 7.799829E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_715.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_715.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_715.jpg, 0, 0, 0, 7.82826E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_816.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_816.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_816.jpg, 0, 0, 0, 7.991332E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_21_919.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_21_919.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_21_919.jpg, 0, 0, 0, 7.779986E-05
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_021.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_021.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_021.jpg, 0, 0.2507255, 0, 0.07464373
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_121.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_121.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_121.jpg, -0.6642262, 1, 0, 1.013929
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_223.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_223.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_223.jpg, -0.5821665, 1, 0, 2.14268
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_326.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_326.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_326.jpg, -0.4866187, 1, 0, 3.235984
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_427.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_427.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_427.jpg, -0.375209, 1, 0, 4.403961
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_530.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_530.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_530.jpg, -0.3387757, 1, 0, 5.565062
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_631.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_631.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_631.jpg, -0.3350457, 1, 0, 6.940881
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_734.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_734.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_734.jpg, -0.3066753, 1, 0, 8.076519
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_835.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_835.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_835.jpg, -0.2862922, 1, 0, 9.202634
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_22_935.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_22_935.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_22_935.jpg, -0.2824869, 1, 0, 10.31633
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_037.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_037.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_037.jpg, -0.2824869, 1, 0, 11.4183
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_142.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_142.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_142.jpg, -0.2788323, 1, 0, 12.55452
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_244.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_244.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_244.jpg, -0.2788323, 1, 0, 13.5655
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_347.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_347.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_347.jpg, -0.2788323, 1, 0, 14.66357
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_450.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_450.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_450.jpg, -0.1216455, 1, 0, 15.66898
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_550.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_550.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_550.jpg, -0.07424833, 1, 0, 16.79765
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_651.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_651.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_651.jpg, 0.3775073, 1, 0, 17.97046
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_755.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_755.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_755.jpg, 0.1116235, 1, 0, 18.83835
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_858.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_858.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_858.jpg, 0, 1, 0, 19.91323
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_23_961.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_23_961.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_23_961.jpg, 0, 1, 0, 20.8501
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_063.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_063.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_063.jpg, -0.2265748, 1, 0, 21.87127
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_166.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_166.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_166.jpg, -0.3700473, 1, 0, 22.73441
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_268.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_268.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_268.jpg, 0, 1, 0, 23.70531
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_369.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_369.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_369.jpg, 0, 1, 0, 24.66905
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_472.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_472.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_472.jpg, -0.2127475, 1, 0, 25.80132
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_574.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_574.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_574.jpg, -0.36903, 1, 0, 26.68633
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_677.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_677.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_677.jpg, -0.5061729, 1, 0, 27.48194
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_778.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_778.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_778.jpg, -0.4584743, 1, 0, 28.32905
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_879.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_879.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_879.jpg, -0.3492875, 1, 0, 29.255
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_24_982.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_24_982.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_24_982.jpg, -0.2963519, 1, 0, 30.17676
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_083.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_083.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_083.jpg, 0.1359626, 1, 0, 30.17354
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_185.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_185.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_185.jpg, 0.2292875, 1, 0, 30.16898
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_286.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_286.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_286.jpg, 0.2330929, 1, 0, 30.1815
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_389.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_389.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_389.jpg, 0, 1, 0, 30.18939
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_490.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_490.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_490.jpg, 0, 1, 0, 30.19012
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_592.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_592.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_592.jpg, -0.070443, 1, 0, 30.18867
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_694.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_694.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_694.jpg, -0.1210803, 1, 0, 30.18747
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_800.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_800.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_800.jpg, -0.1238308, 1, 0, 30.1888
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_25_903.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_25_903.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_25_903.jpg, -0.005036427, 1, 0, 30.18995
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_003.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_003.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_003.jpg, 0, 1, 0, 30.19021
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_105.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_105.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_105.jpg, -0.08193435, 1, 0, 30.18907
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_207.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_207.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_207.jpg, -0.3632655, 1, 0, 30.16295
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_310.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_310.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_310.jpg, -0.3940849, 1, 0, 30.17344
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_414.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_414.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_414.jpg, -0.2939782, 1, 0, 30.19003
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_516.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_516.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_516.jpg, 0, 1, 0, 30.18812
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_618.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_618.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_618.jpg, 0.3182797, 1, 0, 30.15789
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_721.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_721.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_721.jpg, 0, 1, 0, 30.18824
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_823.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_823.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_823.jpg, 0, 1, 0, 30.18939
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_26_925.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_26_925.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_26_925.jpg, 0, 1, 0, 30.19013
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_27_027.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_27_027.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_27_027.jpg, 0, 1, 0, 30.19027
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_27_128.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_27_128.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_27_128.jpg, 0, 1, 0, 30.19028
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_27_230.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_27_230.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_27_230.jpg, -0.2237867, 1, 0, 30.17626
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_27_330.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_27_330.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_27_330.jpg, -0.2647035, 1, 0, 30.18055
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_27_433.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_27_433.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_27_433.jpg, -0.4696642, 1, 0, 30.15846
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_27_537.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_27_537.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_27_537.jpg, -0.1603394, 1, 0, 30.19395
D:\side\CarND-Behavioral-Cloning-Project\data\IMG\center_2017_02_05_23_30_27_641.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\left_2017_02_05_23_30_27_641.jpg, D:\side\CarND-Behavioral-Cloning-Project\data\IMG\right_2017_02_05_23_30_27_641.jpg, -0.06863451, 1, 0, 30.19088
